partner,Nom,mandate,state,signature_date,last_debit_date
001647,AMPA ESCOLA JOSEP MARIA CIURANA,16470034350000000000000000000000000,esborrany,2016-07-01,2017-11-10
001648,APA CEIP LES GAVARRES,16480030800000000000000000000000000,valid,2016-10-01,2017-11-28
001649,AMPA ESCOLA LA MAR BELLA,16490037310000000000000000000000000,valid,2014-10-01,2017-10-27
001650,AMPA LLAR D'INFANTS EL BRESSOL,16500016430000000000000000000000000,valid,2014-10-14,2017-10-27
001651,APA IES CARLES VALLBONA,16510023480000000000000000000000000,valid,2014-10-01,2017-10-27
001652,AMPA INSTITUT ESCOLA LA TORDERA,16520030810000000000000000000000000,valid,2015-10-07,2017-10-27
001653,APA CEIP TANIT,16530023490000000000000000000000000,esborrany,2017-10-01,2017-11-24
001655,APA IES EL PEDRÓ,16550021000000000000000000000000000,esborrany,2016-10-01,2017-11-28
001657,AMPA ESCOLA JOAN MARAGALL,16570010920000000000000000000000000,valid,2017-10-01,2017-10-27
001658,AMPA ESCOLA ELISA BADIA,16580028650000000000000000000000000,valid,2015-02-09,2017-11-10
001659,AMPA CEIP D'HORTSAVINYA,16590001530000000000000000000000000,valid,2015-03-02,2017-10-27
001661,AMPA LLAR D'INFANTS PATUFET,16610008750000000000000000000000000,valid,2015-12-01,2017-10-27
001662,AMPA INSTITUT VALL D'HEBRON,16620024360000000000000000000000000,valid,2014-10-01,2017-10-27
001663,AMPA IES M. CARRASCO I FORMIGUERA,16630039430000000000000000000000000,esborrany,2014-10-01,2017-10-27
001664,APA CEIP DONES D'AIGUA,16640036600000000000000000000000000,valid,2014-10-01,2017-10-27
001665,AMPA LLACUNALBA CEIP SANT NICOLAU,16650016400000000000000000000000000,esborrany,2015-10-01,2017-10-27
001666,AMPA CEIP SANT MIQUEL,16660033250000000000000000000000000,valid,2014-10-01,2016-10-13
001667,APA ESCOLA JOANA D'EMPURIES,16670020680000000000000000000000000,valid,2015-03-04,2017-11-10
001669,AMPA ESCOLA ANTONI GAUDÍ,16690009030000000000000000000000000,valid,2015-02-25,2017-10-27
001670,AMPA CEIP EDUARD TODA I  GÜELL,16700001620000000000000000000000000,valid,2018-07-01,2017-10-27
001671,AMPA ESCOLA CÈLIA ARTIGA,16710009540000000000000000000000000,valid,2017-10-01,2017-10-27
001672,AMPA CEIP MIQUEL MARTI I POL,16720004530000000000000000000000000,valid,2014-10-01,2017-10-27
001673,AMPA INSTITUT GILI I GAYA,16730015970000000000000000000000000,valid,2016-10-01,2017-10-27
001674,AMPA IES CASTELL DEL QUER,16740032740000000000000000000000000,valid,2015-02-20,2017-10-27
001675,AMPA ESCOLA LOLA ANGLADA,16750034240000000000000000000000000,valid,2014-10-01,2017-10-27
001676,AMPA ESCOLA PRESIDENT SALVANS,16760028220000000000000000000000000,esborrany,2015-02-23,2017-10-27
001677,AFA INSTITUT SECRETARI COLOMA,16770015530000000000000000000000000,valid,2014-10-01,2017-10-27
001678,AMPA CEIP LES FONTS,16780003760000000000000000000000000,valid,2014-10-08,2017-10-27
001680,AMPA ESCOLA ESPRONCEDA,16800035570000000000000000000000000,esborrany,2014-10-01,2017-10-27
001681,AMPA ESCOLA LES MORERES,16810028390000000000000000000000000,valid,2016-10-01,2017-10-27
001683,AMPA CEIP GENERAL PRIM,16830030290000000000000000000000000,valid,2016-11-01,2017-10-27
001684,"AMPA ESCOLA ""LES ERES""",16840024970000000000000000000000000,valid,2015-08-01,2017-12-20
001685,AMPA CEIP DEL  LLIGALLO DEL GÀNGUIL,16850001470000000000000000000000000,esborrany,2015-02-23,2017-10-27
001686,AMPA CEIP JOSEP RIBA,16860003130000000000000000000000000,valid,2014-10-20,2017-10-27
001687,AMPA CEIP JAUME BALMES,16870038040000000000000000000000000,esborrany,2017-10-01,2017-11-10
001688,APA ESCOLA ELS ARENYS,16880001840000000000000000000000000,valid,2015-08-01,2017-10-27
001689,AMPA IES MARIA RUBIES,16890028590000000000000000000000000,esborrany,2016-06-01,2017-10-27
001690,AMPA INSTITUT DE TONA,16900015550000000000000000000000000,valid,2014-12-01,2017-10-27
001691,AMPA CEIP JUAN RAMON JIMENEZ,16910038080000000000000000000000000,esborrany,2014-10-01,2017-10-27
001692,AMPA LLAR D'INFANTS MUNICIPAL DE MARTORELL,16920033210000000000000000000000000,esborrany,2014-10-01,2017-10-27
001693,AMPA CEIP LES PALLARGUES,16930003810000000000000000000000000,esborrany,2018-02-01,2018-02-27
001694,AMPA ESCOLA EL PLA DE SALT,,,2015-02-23,2017-10-27
001695,AMPA CEIP SANT JORDI,16950024340000000000000000000000000,valid,2015-08-01,2017-10-27
001696,AMPA IES TORREFORTA,16960036500000000000000000000000000,esborrany,2014-10-20,2017-10-27
001697,AMPA IES INTERMUNICIPAL DEL PENEDES,16970014800000000000000000000000000,valid,2017-11-01,2017-11-10
001698,AMPA CEIP EL SEGRIA,16980001900000000000000000000000000,valid,2016-10-01,2017-11-10
001699,AMPA ESCOLA ELS TIL·LERS,16990029350000000000000000000000000,esborrany,2014-10-01,2017-10-27
001700,AMPA CEIP ELS CONVENTS,17000001880000000000000000000000000,esborrany,Transferència,Transferència
001701,AMPA CEIP L'ALZINAR,17010039110000000000000000000000000,esborrany,2015-02-26,2017-10-27
001702,AMPA ESCOLA DEL BOSC,17020021890000000000000000000000000,valid,2017-09-01,2017-10-27
001705,AMPA CEIP PORCEL DE CERVERA,17050005440000000000000000000000000,esborrany,2014-10-01,2017-10-27
001706,AMPA ESCOLA SERRA DE PRADES,17060028850000000000000000000000000,valid,2014-10-01,2017-10-27
001707,AMPA IES J.VICENS VIVES,17070029370000000000000000000000000,valid,2015-10-01,2017-10-27
001708,AMPA CEIP EL BRUC,17080001650000000000000000000000000,valid,2014-10-01,2017-10-27
001709,AMPA CEIP LES CLISQUES,17090003660000000000000000000000000,valid,2018-06-01,2018-04-26
001711,AMPA CEIP AMAT I VERDU,17110000510000000000000000000000000,valid,2015-05-25,2017-10-27
001712,AMPA CEIP ANTONI GAUDI,17120026840000000000000000000000000,valid,2014-10-01,2017-10-27
001713,AFA ESCOLA ANTONI TÀPIES,17130000680000000000000000000000000,esborrany,2015-10-01,2017-10-27
001714,AMPA CEIP BENVIURE,17140028630000000000000000000000000,valid,2015-10-01,2017-10-27
001715,AMPA ESCOLA CAN MASSALLERA,17150009460000000000000000000000000,valid,2014-10-20,2017-10-27
001717,AMPA CASABLANCA,17170027060000000000000000000000000,valid,2014-10-01,2017-10-27
001718,AMPA ESCOLA MARIANAO,17180038540000000000000000000000000,esborrany,2014-10-14,2017-10-27
001720,AFA ESCOLA PARELLADA,17200032840000000000000000000000000,valid,2015-07-01,2017-10-27
001721,AMPA CEIP RAFAEL CASANOVA,17210005560000000000000000000000000,valid,2014-10-01,2017-10-27
001722,AMPA IES CAMPS BLANCS,17220034250000000000000000000000000,esborrany,2015-10-01,2017-10-27
001723,AMPA INS ITACA,17230014820000000000000000000000000,valid,2015-02-23,2017-10-27
001725,AMPA INS MARIANAO,17250015140000000000000000000000000,valid,2015-08-01,2017-10-27
001727,AMPA EBM L'ORENETA,17270035060000000000000000000000000,esborrany,2018-06-01,2017-10-27
001728,AMPA CEIP VENTURA GASSOL,17280006960000000000000000000000000,valid,2016-10-01,2017-10-27
001729,AMPA IES DE CONSTANTÍ,17290014560000000000000000000000000,valid,2014-10-01,2017-10-27
001730,AMPA ESCOLA ASSUMPCIÓ,17300003580000000000000000000000000,valid,2017-11-01,2017-11-24
001732,AMPA IES MARINA,17320035380000000000000000000000000,valid,2014-10-14,2017-10-27
001733,AMPA ESCOLA EMILI JUNCADELLA,17330023510000000000000000000000000,valid,2014-10-01,2017-10-27
001734,AMPA IES CONSELL DE CENT,17340014490000000000000000000000000,valid,2017-11-01,2017-11-24
001735,AMPA CEIP PLA DE L'AVELLA,17350023520000000000000000000000000,valid,2014-10-01,2017-10-27
001736,AMPA ESCOLA ELS CINGLES,17360001870000000000000000000000000,valid,2015-03-17,2017-10-27
001737,AMPA ESCOLA  ELS COSTERETS,17370010100000000000000000000000000,valid,2014-10-01,2017-10-27
001739,AMPA CEIP COPONS,17390001350000000000000000000000000,esborrany,2017-01-01,2017-10-27
001740,AMPA EBM LA MAR XICA,17400027150000000000000000000000000,valid,2014-10-22,2017-10-27
001741,AMPA ESCOLA BERNAT DESCLOT,17410000870000000000000000000000000,valid,2014-10-01,2017-10-27
001742,AFA CEIP SANT JOSEP EL PI,17420038180000000000000000000000000,valid,2014-10-01,2017-10-27
001743,AMPA ESCOLA DE PRÀCTIQUES 1,17430009790000000000000000000000000,valid,2015-03-03,2017-10-27
001744,AMPA CEIP MAS PRATS,17440004360000000000000000000000000,esborrany,2014-10-17,2017-10-27
001745,AMPA CEIP L'ESTANY,17450033070000000000000000000000000,valid,2014-10-01,2017-10-27
001747,APA CEIP CASTELLFOLLIT DEL BOIX,17470033060000000000000000000000000,valid,2015-08-01,2017-11-10
001748,APA CEIP JOAN LLONGUERAS,,,2015-03-23,2017-10-27
001749,AFA ESCOLA LES AIGÜES,17490022230000000000000000000000000,valid,2017-12-01,2018-04-26
001750,AMPA CEIP GUERAU DE LIOST,17500033260000000000000000000000000,valid,2014-09-26,2017-10-27
001752,AMPA DURAN I BAS,17520017780000000000000000000000000,valid,2014-10-01,2017-10-27
001753,AMPA CEIP MARTA MATA,17530036800000000000000000000000000,esborrany,2016-10-01,2017-10-27
001754,AMPA CEIP JOAN MARAGALL,17540028760000000000000000000000000,esborrany,2016-10-01,2017-10-27
001755,AMPA CEIP ELISENDA DE MONTCADA,17550025990000000000000000000000000,valid,transferència ,transferència 
001756,AMPA CEIP LA VALLDAN,17560032550000000000000000000000000,esborrany,2015-03-12,2017-10-27
001757,AMPA CEIP CARLES III,17570001110000000000000000000000000,esborrany,2016-10-01,2017-10-27
001758,AMPA CEIP HORTA VELLA,17580002580000000000000000000000000,valid,2015-02-20,2017-10-27
001760,AMPA CEIP MOGENT,17600035720000000000000000000000000,valid,2017-09-01,2017-10-27
001761,AMPA ESCOLA SINERA,17610033270000000000000000000000000,valid,2015-10-01,2017-10-27
001762,AMPA ESCOLA FONT DEL ROURE,17620010470000000000000000000000000,esborrany,2015-08-01,2017-02-21
001764,AMPA CEIP GRAS-SOLER,17640031990000000000000000000000000,valid,2016-10-01,2017-11-28
001765,AMPA CEIP EL PI GROS,17650001780000000000000000000000000,valid,2018-06-01,2017-10-25
001766,AMPA CEIP MAS MARIA,17660036610000000000000000000000000,valid,2015-03-01,2017-10-27
001767,AMPA ESCOLA SOBIRANS,17670013710000000000000000000000000,valid,2017-03-01,2017-10-27
001768,AMPA IES CAN PUIG,17680034260000000000000000000000000,valid,2016-10-01,2017-10-27
001769,AMPA  ESCOLA JOAN MARQUES CASALS,17690030580000000000000000000000000,valid,2014-10-01,2017-10-27
001770,AMPA ESCOLA JOAN TORREDEMER,17700002890000000000000000000000000,valid,2016-10-01,2017-10-27
001771,AMPA ESCOLA CATALUNYA,17710001200000000000000000000000000,valid,2014-10-01,2017-10-27
001772,AMPA ESCOLA TORRENT CAN CARABASSA,17720006740000000000000000000000000,valid,2017-09-01,2017-10-27
001773,AMPA ESCOLA SANTA ANNA,17730033960000000000000000000000000,valid,2015-01-28,2017-10-27
001774,AMPA ESCOLA ENRIC CASASSAS,17740022480000000000000000000000000,valid,2017-11-01,2018-03-27
001776,AMPA INSTITUT LLAVANERES,17760023000000000000000000000000000,valid,2015-12-01,2017-10-27
001777,AMPA ESCOLA GERBERT D'ORLHAC,17770037510000000000000000000000000,valid,2015-02-25,2017-10-27
001778,AMPA ESCOLA XARAU,17780007090000000000000000000000000,valid,2014-10-01,2017-10-27
001780,AMPA ESCOLA CAN LLOBET,17800038820000000000000000000000000,valid,2015-02-25,2017-10-27
001781,AMPA ESCOLA L'OLIVERA,17810028160000000000000000000000000,valid,2016-10-01,2017-11-28
001782,AMPA STA. TERESA,17820037750000000000000000000000000,valid,2014-11-12,2017-10-27
001783,AMPA COL.LEGI SANT GABRIEL,17830006350000000000000000000000000,valid,2014-12-18,2017-10-27
001784,AMPA CEIP JOAQUIM SALARICH,17840002970000000000000000000000000,valid,2017-10-01,2017-10-27
001786,AMPA CEIP SERRA DE PICAMILL,17860035330000000000000000000000000,esborrany,2014-10-01,2017-10-27
001787,AMPA CEIP MARE DE DEU DE LA CANDELA,17870004100000000000000000000000000,valid,2018-03-01,2017-10-28
001788,AMPA ESCOLA LES PASSERES,17880021820000000000000000000000000,valid,2015-10-01,2017-10-27
001791,AMPA ESCOLA 21 D'ABRIL,17910039460000000000000000000000000,esborrany,2017-10-01,2017-10-27
001792,AMPA IES SALES AMPA SALES,17920025350000000000000000000000000,valid,2014-10-01,2017-10-27
001795,AMPA ESCOLA SALOU,17950037630000000000000000000000000,esborrany,2014-09-23,2017-10-27
001796,AMPA ESCOLA TERESA SALVAT LLAURADO,17960038170000000000000000000000000,valid,2017-10-01,2017-11-10
001797,AMPA INSTITUT LEONARDO DA VINCI,17970025590000000000000000000000000,valid,2014-10-01,2017-11-24
001798,AMPA CEIP PEDRA BLANCA,17980028730000000000000000000000000,valid,2014-10-01,2017-10-27
001799,AMPA CEIP EL FAR D'EMPORDÀ,17990022020000000000000000000000000,valid,2018-07-01,2018-10-27
001800,AMPA CEIP SANTA CECILIA,18000031240000000000000000000000000,esborrany,2015-10-01,2017-10-27
001802,AMPA EB CIUTAT DE MALLORCA,18020022470000000000000000000000000,valid,2017-10-01,2017-10-27
001803,AMPA CEIP SANT JORDI,18030038830000000000000000000000000,valid,2017-11-01,2017-10-27
001805,AMPA CEIP LES ROQUES BLAVES,18050022270000000000000000000000000,valid,2015-02-25,2017-10-27
001806,AMPA ESCOAL RENAIXENÇA,18060019690000000000000000000000000,esborrany,2015-10-01,2017-10-27
001807,AMPA CEIP MARTA MATA,18070004300000000000000000000000000,valid,2014-09-25,2017-10-27
001808,AFA ESCOLA  L'ARENAL DE LLEVANT,18080032810000000000000000000000000,valid,2016-07-01,2017-10-27
001809,AMPA CEIP EUGENI D'ORS,18090002220000000000000000000000000,valid,2014-10-17,2017-11-10
001810,AMPA IES EUGENI D'ORS,18100014690000000000000000000000000,valid,2018-02-01,2017-10-27
001811,AMPA ESCOLA MONTSANT REUS,18110025600000000000000000000000000,esborrany,2015-02-24,2017-10-27
001812,AFA ESCOLA CAMBRILS,18120009370000000000000000000000000,esborrany,2014-10-01,2017-10-27
001813,AMPA CEIP ANGELA ROCA,18130029770000000000000000000000000,valid,2015-02-20,2017-10-27
001814,AMPA ESCOLA TIANA DE LA RIBA,18140023910000000000000000000000000,valid,2016-10-01,2017-10-27
001815,AMPA ESCOLA  PAU CASALS,18150012510000000000000000000000000,valid,2014-10-01,2017-10-27
001817,AMPA CEIP PLANAS I CASALS,18170005300000000000000000000000000,esborrany,2014-10-01,2017-10-27
001818,AMPA INSTITUT JOSEP MESTRES BUSQUETS,18180023920000000000000000000000000,valid,2015-08-01,2017-10-27
001819,AMPA EL XALET DE LA PAPERERA,,,2014-10-01,2017-10-27
001820,AMPA CEIP LOLA ANGLADA,18200022420000000000000000000000000,valid,2015-08-01,2017-10-27
001821,AMPA ESCOLA JOAN CORET,18210032070000000000000000000000000,valid,2014-10-28,2017-10-27
001822,AMPA CEIP PRAT DE LA MANTA,18220021970000000000000000000000000,valid,2014-10-01,2017-10-27
001824,AMPA CEIP GUILLEM DE MONTRODON,18240035860000000000000000000000000,valid,2014-10-01,2017-10-27
001825,APA EEI LA BALDUFA,18250020530000000000000000000000000,valid,2014-10-01,2017-10-27
001827,AMPA ESCOLA JOSEP RONCERO I PALLARÈS,18270028050000000000000000000000000,valid,transferència,transferència
001828,AMPA IES VIL.LA ROMANA,18280023940000000000000000000000000,valid,2014-10-16,2017-10-27
001829,AMPA ESCOLA FORT PIENC,18290027900000000000000000000000000,valid,2016-10-01,2017-10-27
001830,AMPA IES S'AGULLA,18300015460000000000000000000000000,esborrany,2014-10-14,2017-10-27
001831,AMPA ESCOLA MOSSÈN RAMON BERGADÀ,18310037640000000000000000000000000,esborrany,2017-03-01,2017-10-27
001832,AMPA INSTITUT ILLA DE RODES,18320016000000000000000000000000000,valid,2014-10-01,2017-11-10
001833,AMPA EBM EL TREN,18330008080000000000000000000000000,esborrany,2015-10-01,2017-10-27
001834,AMPA IES  JOAQUIM RUBIÓ I ORS,18340014900000000000000000000000000,esborrany,2014-10-27,2017-10-27
001835,AMPA DE L'INSTITUT JOSEP SERRAT I BONASTRE,18350039490000000000000000000000000,esborrany,2015-10-07,2017-10-27
001836,AMPA CEIP SANTA MARINA,18360006030000000000000000000000000,valid,2014-10-01,2017-10-27
001837,AMPA LLAR D'INFANTS MUNICIPAL EL TREN PETIT,18370034300000000000000000000000000,valid,2017-10-01,2017-10-27
001839,AMPA Escola Pinya de Rosa,18390028080000000000000000000000000,valid,2014-10-01,2017-10-27
001840,AMPA CEIP MARE DE DEU DEL PORTAL,18400023950000000000000000000000000,valid,2014-10-01,2017-11-10
001841,AMPA CEIP MONTSERRAT,18410032560000000000000000000000000,valid,2014-10-01,2017-10-27
001842,AMPA ESCOLA SANT CLIMENT DE LLOBREGAT,18420028780000000000000000000000000,esborrany,2018-07-01,2017-10-27
001844,AMPA CEIP TURÓ BLAU,18440006810000000000000000000000000,esborrany,2015-02-25,2017-10-27
001847,Ampa CEIP L'OLIVAR VELL D'ESCLANYÀ.,18470004020000000000000000000000000,valid,2016-12-01,2017-11-10
001848,AMPA ESCOLA MERCE RODOREDA,18480033290000000000000000000000000,valid,2015-10-01,2017-10-27
001849,AMPA CEIP CAL MUSIC,18490027540000000000000000000000000,valid,2014-12-23,2017-10-27
001850,"AMPA  ""FORUM DE MARES I PARES DE CORBERA""",18500038780000000000000000000000000,valid,2016-10-01,2017-10-27
001851,AMPA CEIP MARE DE DEU DE MONTSERRAT,18510033080000000000000000000000000,valid,2015-10-01,2017-10-27
001852,AMPA ESCOLA VORA DEL MAR,18520029390000000000000000000000000,valid,2014-10-01,2017-10-27
001853,AMPA ESCOLA PROGRÉS,18530030100000000000000000000000000,valid,2014-09-30,2017-10-27
001854,AMPA ESCOLA EL MORSELL,18540032710000000000000000000000000,esborrany,2016-10-01,2017-10-27
001855,UMPA AMICS DEL CEIP PAU DELCLÒS,18550021610000000000000000000000000,esborrany,2015-05-25,2017-10-27
001856,AMPA CEIP LA SINIA,18560030620000000000000000000000000,valid,2018-03-01,2017-10-27
001857,AMPA CEIP CAN BESORA,18570025880000000000000000000000000,valid,2016-10-01,2017-10-27
001858,AMPA CEIP SANT ISIDRE,18580006170000000000000000000000000,valid,2015-10-01,2017-10-27
001859,"AMPA DE LA LLAR D'INFANTS ""CONFETTI""",18590007360000000000000000000000000,valid,2015-11-01,2017-10-27
001860,AMPA CEIP PÀMIES,18600026130000000000000000000000000,valid,2016-10-01,2017-10-27
001861,AMPA ESCOLA MATAGALLS,18610034310000000000000000000000000,valid,2014-10-01,2017-10-27
001862,AMPA CEIP SANT ANDREU DE LA BARCA,18620034100000000000000000000000000,esborrany,2016-10-01,2017-11-28
001863,AMPA CEIP GONÇAL COMELLAS,18630033970000000000000000000000000,valid,2015-01-14,2017-10-27
001864,AFI ESCOLA EL MARTINET,18640022490000000000000000000000000,valid,2014-09-30,2017-10-27
001865,AMPA EB EL PONT,18650007490000000000000000000000000,valid,2014-10-01,2017-11-10
001866,AMPA CEIP BERENGUER DE MONTOLIU,18660026860000000000000000000000000,valid,2015-08-01,2017-11-28
001867,AMPA EB ELS TRES TOMBS,18670007570000000000000000000000000,esborrany,2017-10-01,2017-11-24
001868,AMPA LLAR D'INFANTS MUNICIPAL VIDRERES,18680016740000000000000000000000000,esborrany,2017-11-01,2017-11-24
001869,APA CEIP EULALIA BOTA,18690036960000000000000000000000000,valid,2016-10-01,2017-11-28
001870,AMPA CEE CA N'ORIOL,18700000280000000000000000000000000,valid,2015-02-27,2017-10-27
001871,AMPA CEIP ESCOLA L'ESTANY,18710034470000000000000000000000000,valid,2014-10-01,2017-11-10
001872,AMPA ESCOLA L'ANTINA,18720011250000000000000000000000000,esborrany,2015-05-25,2017-10-27
001873,APA ESCOLA CIFUENTES,18730017610000000000000000000000000,valid,2014-10-01,2017-11-10
001874,AMPA EB ELS GOTIMS,18740025620000000000000000000000000,valid,2014-10-01,2017-11-10
001875,AMPA CEIP DRASSANES,18750001580000000000000000000000000,valid,2017-09-01,2017-10-27
001876,AMPA CEIP ANGELS ALEMANY I BORIS DE LLORET DE MAR,18760000580000000000000000000000000,valid,2014-10-01,2017-10-27
001877,APA CEE HORITZO,18770028810000000000000000000000000,esborrany,2017-04-01,2017-10-27
001878,AMPA ESCOLA PERE IV,18780005170000000000000000000000000,valid,2014-10-01,2017-10-27
001879,AMPA ESCOLA JOAN BLANQUER,18790032140000000000000000000000000,valid,2015-01-15,2017-10-27
001880,AMPA EBM GRÀCIA,18800025630000000000000000000000000,esborrany,2015-08-01,2017-11-10
001881,AMPA CEIP MERCE RODOREDA,18810023970000000000000000000000000,valid,2015-02-23,2017-10-27
001882,AMPA EBM LA MUNTANYETA,18820008290000000000000000000000000,esborrany,2015-02-24,2017-10-27
001884,AMPA ESCOLA PALAU,18840031440000000000000000000000000,valid,2015-08-01,2017-10-27
001885,AMPA CEIP SOLCUNIT,18850006510000000000000000000000000,valid,2015-02-24,2017-10-27
001886,AMPA ESCOLA CENTCELLES,18860009550000000000000000000000000,esborrany,2016-10-01,2017-11-28
001887,AMPA ESCOLA  EL GURRI,18870009980000000000000000000000000,valid,2015-08-01,2017-11-10
001888,AMPA ESCOLA L'OLIVERA,18880004030000000000000000000000000,esborrany,2014-10-01,2017-10-27
001889,AMPA CEIP VALL D'ARO,18890006860000000000000000000000000,esborrany,2014-10-01,2017-11-10
001890,AMPA IES MONTSERRAT,18900036630000000000000000000000000,valid,2016-04-01,2017-10-27
001891,AMPA LLAR D'INFANTS LA PAU,18910023980000000000000000000000000,valid,2014-10-01,2017-10-27
001892,AMPA ESCOLA LA TORRE,18920036840000000000000000000000000,esborrany,2014-10-01,2017-10-27
001894,AMPA CEIP ALEXANDRE GALI,18940000440000000000000000000000000,esborrany,2014-10-01,2017-10-27
001895,AMPA CEIP JOSEP PLA,18950003120000000000000000000000000,esborrany,2014-10-01,2017-10-27
001896,AMPA IES LES MARINES,18960024330000000000000000000000000,valid,2014-10-01,2017-10-27
001897,AMPA INSTITUT FONT DEL FERRO DE PALAFOLLS,18970015330000000000000000000000000,valid,2017-11-01,2017-11-24
001898,AMPA ESCOLA VALDELORS,18980013880000000000000000000000000,valid,2014-10-01,2017-11-10
001900,AMPA EBM EL TREN DE FORT PIENC,19000036450000000000000000000000000,valid,2017-09-01,2017-10-27
001901,AMPA CEIP MIQUEL MARTI I POL,19010028540000000000000000000000000,valid,2014-10-01,2017-10-27
001902,APA CEIP MESTRE MORERA,19020019190000000000000000000000000,esborrany,2014-10-01,2017-10-27
001903,AMPA ESCOLA TAULA RODONA,19030006600000000000000000000000000,valid,2014-10-23,2017-10-27
001904,AMPA ESCOLA  LLEDONER,19040032180000000000000000000000000,esborrany,2015-02-21,2017-10-27
001905,AMPA ESCOLA QUATRE VENTS,19050012910000000000000000000000000,valid,2014-10-01,2017-10-27
001906,AMPA ESCOLA COLLSEROLA,19060001320000000000000000000000000,valid,2017-09-01,2017-11-10
001907,AMPA IES MANUEL VAZQUEZ MONTALBAN,19070015120000000000000000000000000,esborrany,2015-08-01,2017-10-27
001908,AMPA CEIP DOMENY,19080001560000000000000000000000000,valid,2014-10-01,2017-10-27
001909,AMPA ESCOLA BENVIURE DE CASTELLBISBAL,19090023990000000000000000000000000,valid,2014-10-01,2017-10-27
001910,AMPA CEIP VINYA DEL SASTRET,19100026600000000000000000000000000,valid,2016-10-01,2017-10-27
001911,AMPA ESCOLA MEDITERRÀNIA,19110034380000000000000000000000000,esborrany,2015-02-24,2017-10-27
001912,AMPA ESCOLA SANTIGA,19120034340000000000000000000000000,valid,2014-10-01,2017-10-27
001913,AMPA CEIP JOVELLANOS,19130032020000000000000000000000000,valid,2014-10-01,2017-10-27
001914,AMPA CEIP ROSA ORIOL,19140025840000000000000000000000000,valid,2014-10-03,2017-10-27
001915,AMPA ESCOLA ENXANETA,19150024000000000000000000000000000,valid,2015-02-20,2017-10-27
001916,AMPA CEIP FRUCTUOS GELABERT,19160036290000000000000000000000000,valid,2015-03-09,2017-10-27
001917,AMPA INSTITUT DE DELTEBRE,19170027120000000000000000000000000,valid,2017-10-01,2017-11-24
001918,ESCOLA CINTA CURTO,19180001260000000000000000000000000,valid,2017-03-01,2017-10-27
001919,AMPA CEIP SANT BERNAT CALBÓ,19190006090000000000000000000000000,valid,2016-09-01,2017-10-27
001920,AMPA IES EL VERN,19200014650000000000000000000000000,valid,2015-01-23,2017-10-27
001921,AMPA CEIP VALLGORGUINA,19210006910000000000000000000000000,valid,2015-02-26,2017-10-27
001922,AMPA CEIP ITACA,19220026780000000000000000000000000,valid,2017-06-01,2017-10-27
001925,AMPA CEIP CINGLE ROIG,19250034970000000000000000000000000,valid,2015-04-15,2017-10-27
001926,AMPA ESCOLA SANTA ANNA,19260005940000000000000000000000000,valid,2015-03-02,2017-10-27
001927,AMPA CEIP BALDIRI REIXAC,19270000770000000000000000000000000,esborrany,2015-02-24,2017-10-27
001928,AMPA ESCOLA SA FORCANERA,19280013110000000000000000000000000,valid,2014-10-02,2017-10-27
001929,AMPA ESCOLA VALL-LLOBREGA,19290013910000000000000000000000000,valid,2014-10-01,2017-11-28
001930,AMPA ESCOLA CASTELL DE FARNERS,19300028660000000000000000000000000,esborrany,2015-08-01,2017-10-27
001931,AMPA EEI JOSEP BORRÀS,19310028420000000000000000000000000,esborrany,2017-11-01,2017-11-24
001933,AMPA  CEIP LES ERES,19330026630000000000000000000000000,valid,2014-10-14,2017-10-27
001934,AMPA ESCOLA PUIGVENTÓS,19340012900000000000000000000000000,esborrany,2014-10-01,2017-10-27
001935,AMPA ESCOLA PAU PICASSO,19350028640000000000000000000000000,valid,2014-10-01,2017-10-27
001936,AMPA ESCOLA ROSER CAPDEVILA,19360028060000000000000000000000000,valid,2015-02-20,2017-10-27
001937,AMPA CEIP PARC DE L'AIGUA,19370004980000000000000000000000000,valid,2015-10-01,2017-10-27
001938,AMPA ESCOLA MARTA MATA,19380037920000000000000000000000000,valid,2015-08-01,2017-11-10
001939,AMPA ESCOLA ARDENYA,19390009100000000000000000000000000,esborrany,2015-03-03,2017-10-27
001940,"AMPA DE L'ESCOLA I LLIP ""LA VALL FOSCA""",19400007210000000000000000000000000,valid,2014-10-01,2017-10-27
001941,AMPA EEI SERÒS,19410028440000000000000000000000000,valid,2015-10-01,2017-10-27
001942,AMPA ESCOLA VALLDEMUR,19420020830000000000000000000000000,valid,2015-10-01,2017-10-27
001945,AMPA ESCOLA FOLCH I TORRES,19450010440000000000000000000000000,esborrany,2014-10-04,2017-10-27
001946,AMPA CEIP MARE DE DEU DE BELLVITGE,19460036650000000000000000000000000,valid,2017-10-01,2017-10-27
001947,AMPA DE L'INSTITUT CAPARRELLA,19470021560000000000000000000000000,valid,2014-10-01,2017-10-27
001948,AMPA EB ELS NINOTS,19480007550000000000000000000000000,valid,2015-02-26,2017-10-27
001949,AMPA CEIP COLLASO I GIL,19490001300000000000000000000000000,valid,2015-10-01,2017-11-10
001950,AMPA EB EL CERVOL BLAU,19500024230000000000000000000000000,expired,2014-09-23,2017-10-27
001951,AMPA ESCOLA FONT DE L'ORPINA,19510035810000000000000000000000000,esborrany,2014-10-01,2017-10-27
001952,AMPA CEIP VENTÓS MIR,19520006950000000000000000000000000,valid,2017-09-01,2017-10-27
001953,AMPA CEIP MARINA,19530029410000000000000000000000000,esborrany,2014-10-01,2017-10-27
