partner,Nom,mandate,state,signature_date,last_debit_date
000001,AMPA ESCOLA HEURA,10010690000000000000000000000000,valid,2015-02-25,2017-10-27
000007,APA CEIP EMPURIES,70026120000000000000000000000000,valid,2015-08-01,2017-10-27
000008,AFA DE L'I.E. COSTA I LLOBERA,80021620000000000000000000000000,valid,2014-10-08,2017-10-27
000010,AMPA ESCOLA RUIZ AMADO,100035450000000000000000000000000,valid,2017-09-01,2017-10-27
000011,APA CEIP  MOSSÈN JACINT VERDAGUER,110026750000000000000000000000000,valid,2015-08-01,2017-10-27
000018,AMPA CEIP ENXANETA,180026910000000000000000000000000,valid,2015-04-11,2017-10-27
000020,AMPA ESCOLA MONTSERRAT,200034900000000000000000000000000,valid,2016-11-01,2017-10-27
000021,AMPA DE L'ESCOLA L'AVET ROIG,210038600000000000000000000000000,esborrany,2018-06-01,2017-10-27
000029,AMPA ESCOLA JUNGFRAU,290003200000000000000000000000000,valid,2015-02-23,2017-10-27
000032,AMPA EI INSTITUCIO MONTSERRAT,320035840000000000000000000000000,valid,2017-03-01,2017-11-24
000033,AMPA ESCOLA ILDEFONS CERDÀ,330002610000000000000000000000000,valid,2014-10-01,2017-10-27
000036,AMPA ESCOLA BARCELONA,360021630000000000000000000000000,valid,2014-10-01,2017-10-27
000037,AMPA ESCOLA GRAVI,370010660000000000000000000000000,valid,2014-10-01,2017-10-27
000040,AMPA ESCOLA LLEBETX D'ADARRÓ,400021640000000000000000000000000,valid,2014-09-30,2017-10-27
000042,AMPA CEIP EL FARELL,420039200000000000000000000000000,esborrany,2018-07-01,2017-10-25
000043,AMPA ESCOLA PERE VILA,430021650000000000000000000000000,esborrany,2014-10-01,2017-10-27
000044,AFA ELVIRA CUYÀS,440021660000000000000000000000000,valid,2014-10-01,2017-10-27
000045,AMPA ESCOLA SEAT,450027460000000000000000000000000,valid,2015-10-01,2017-10-27
000047,AMPA CEIP ANDREU FARRAN,470017180000000000000000000000000,valid,2015-02-23,2017-10-27
000049,AMPA CEIP SANT MARTI,490006330000000000000000000000000,valid,2014-10-27,2017-10-27
000052,AMPA CEIP EL TURÓ,520002030000000000000000000000000,valid,2014-10-28,2017-10-27
000055,AMPA ESCOLA PÚBLICA LA RODA,550018700000000000000000000000000,valid,2015-01-02,2017-10-27
000057,AMPA CEIP ENRIC GRAU FONSERÈ,570002110000000000000000000000000,valid,2015-10-01,2017-10-27
000059,AMPA CEIP SANT MIQUEL,590028580000000000000000000000000,valid,2015-08-01,2017-10-27
000067,AMPA CEIP MARE NOSTRUM,670038140000000000000000000000000,esborrany,2018-06-01,2017-10-27
000070,AMPA ESCOLA EL TALLAT,700028320000000000000000000000000,esborrany,2015-08-01,2017-10-27
000071,AMPA ESCOLA ARQUITECTE GAUDÍ,710024560000000000000000000000000,valid,2015-10-01,2017-10-27
000075,AMPA ESCOLA FREDERIC MISTRAL,750010570000000000000000000000000,valid,2015-02-25,2017-10-27
000077,AMPA ESCOLA SANTA PERPÈTUA,770024500000000000000000000000000,esborrany,2014-11-01,2017-10-27
000081,AMPA ESCOLA LA FLORIDA,810026030000000000000000000000000,valid,2015-01-03,2017-10-27
000083,AMPA ESCOLA PERE TORRENT,830012600000000000000000000000000,valid,2015-02-23,2017-10-27
000084,AMPA CEIP LA ROUREDA,840018710000000000000000000000000,valid,2014-09-18,2017-10-27
000087,AMPA CEIP GRANULLARIUS,870027880000000000000000000000000,esborrany,2015-08-01,2017-10-27
000088,AMPA CEIP MARE DE DEU DE NURIA,880029940000000000000000000000000,valid,2015-08-01,2017-10-27
000089,AMPA ESCOLA SANTA MARIA DE CERVELLO,890039230000000000000000000000000,esborrany,2018-07-01,2017-10-27
000090,AMPA ESCOLA DR.CARULLA,900024420000000000000000000000000,valid,2015-01-14,2017-10-27
000091,AMPA ESCOLA FABRA,910032110000000000000000000000000,valid,2016-10-01,2017-11-28
000093,AMPA ESCOLA AGUSTI GIFRE,930008920000000000000000000000000,valid,2015-02-23,2017-10-27
000094,AMPA CEIP LACUSTARIA,940003240000000000000000000000000,valid,2014-10-14,2017-10-27
000095,AMPA ESCOLA EL TERRALL,950010210000000000000000000000000,esborrany,2014-10-01,2017-10-27
000096,AMPA CEIP AULET,960000740000000000000000000000000,esborrany,2014-10-01,2017-10-27
000097,AFA ESCOLA ÀGORA,970004120000000000000000000000000,valid,2015-02-26,2017-10-27
000099,APA CEIP ANTONIA SIMO I ARNO,990017240000000000000000000000000,valid,2014-10-01,2017-10-27
000100,AMPA ESCOLA LES LLISSES,1000018800000000000000000000000000,valid,2015-02-23,2017-10-27
000101,AMPA ESCOLA POMPEU FABRA,1010035550000000000000000000000000,esborrany,2017-10-01,2017-11-24
000102,AMPA ESCOLA MAS CASANOVAS,1020019120000000000000000000000000,valid,2014-10-01,2017-10-27
000105,APA CEIP MARIÀ MANENT,1050019080000000000000000000000000,valid,2015-02-27,2017-10-27
000112,AMPA CEIP VILADEMAGER,1120021690000000000000000000000000,valid,2015-03-03,2017-10-27
000115,AMPA ESCOLA VERD,1150013930000000000000000000000000,esborrany,2014-10-01,2017-10-27
000116,AMPA MIGDIA GIRONA,1160004490000000000000000000000000,valid,2015-02-23,2017-10-27
000118,AMPA ESCOLA CASTELL CIURÓ,1180022370000000000000000000000000,valid,2015-02-24,2017-10-27
000119,AMPA ESCOLA MONTANYANS,1190027490000000000000000000000000,valid,2015-08-01,2017-11-24
000120,AMPA CEIP LES ERES VINEBRE,1200003720000000000000000000000000,valid,2015-02-23,2017-10-27
000121,AMPA CEIP SANT JERONI,1210006210000000000000000000000000,valid,2014-10-21,2017-10-27
000122,AMPA CEIP JOAN SANPERA I TORRAS,1220032870000000000000000000000000,valid,2016-10-01,2017-10-27
000123,APA CEIP BERTÍ,1230024290000000000000000000000000,valid,2014-10-30,2017-10-27
000124,AMPA  ESCOLA JACINT VERDAGUER,1240002650000000000000000000000000,valid,2015-02-20,2017-10-27
000126,AMPA CEIP RAMON FARRERONS,1260021700000000000000000000000000,valid,2015-02-25,2017-10-27
000128,AMPA CEIP ANTONI BRUSI,1280017250000000000000000000000000,valid,2014-10-20,2017-10-27
000129,AMPA IE SALVADOR VILARRASA,1290014280000000000000000000000000,valid,2014-10-01,2017-10-27
000131,APA CEIP VOLCÀ BISAROQUES,1310020430000000000000000000000000,valid,2014-10-01,2017-10-27
000132,AMPA ESCOLA JOAN XXIII,1320002900000000000000000000000000,esborrany,2014-10-01,2017-10-27
000133,APA CEIP FRANGOAL,1330018160000000000000000000000000,valid,2014-09-29,2017-10-27
000137,AMPA ESCOLA SILS JACINT VERDAGUER,1370010730000000000000000000000000,valid,2014-10-01,2017-10-27
000138,AMPA CEIP SANT JAUME,1380006190000000000000000000000000,valid,2014-10-01,2017-10-27
000141,APA CEIP TAIALÀ,1410020220000000000000000000000000,esborrany,2014-10-01,2017-10-27
000144,AMPA ESCOLA GASPAR DE PORTOLA,1440002410000000000000000000000000,esborrany,2014-10-01,2017-10-27
000147,AMPA ESCOLA SANT MARTÍ,1470013530000000000000000000000000,valid,2014-11-25,2017-10-27
000149,AMPA CEIP PAU CASALS,1490022150000000000000000000000000,esborrany,2014-10-01,2017-10-27
000150,AMPA ESCOLA PAU CASALS,1500024630000000000000000000000000,esborrany,2014-12-01,2017-10-27
000151,AMPA ESCOLA D'ALMENAR,1510009710000000000000000000000000,valid,2014-10-01,2017-10-27
000152,AMPA ESCOLA SANT BLAI D'ALGERRI,1520013300000000000000000000000000,valid,2014-09-29,2017-10-27
000153,APA CEIP JOAN XXIII,1530018440000000000000000000000000,valid,2015-03-03,2017-10-27
000154,AMPA CEIP ROCALBA,1540005770000000000000000000000000,esborrany,2014-10-01,2017-10-27
000158,AMPA CEIP SANTA EUGÈNIA,1580005990000000000000000000000000,valid,2014-09-25,2017-10-27
000159,AMPA ESCOLA EL ROSER,1590036700000000000000000000000000,valid,2017-09-01,2017-10-27
000163,AMPA ESCOLA VALLDEFLORS,1630006870000000000000000000000000,valid,2015-02-04,2017-10-27
000164,AMPA ESCOLA JACINT VERDAGUER,1640023050000000000000000000000000,valid,2014-10-22,2017-10-27
000165,AMPA ESCOLA SANT ESTEVE,1650013340000000000000000000000000,valid,2014-10-01,2017-10-27
000167,AMPA ESCOLA MONTSERRAT,1670012300000000000000000000000000,valid,2015-03-05,2017-10-27
000168,APA CEIP MONTMANY,1680037880000000000000000000000000,esborrany,2017-11-01,2017-11-24
000170,AMPA ESCOLA BONAVISTA,1700020580000000000000000000000000,valid,2015-02-24,2017-10-27
000172,AMPA ESCOLA RONÇANA,1720019710000000000000000000000000,esborrany,2014-10-01,2017-10-27
000173,AMPA ESCOLA FARIGOLA DEL CLOT,1730034700000000000000000000000000,valid,2016-11-01,2017-10-27
000175,APA CEIP TORRE LLAUDER,1750020320000000000000000000000000,valid,2014-09-22,2017-10-27
000176,AMPA ESCOLA M.J. VERDAGUER,1760035430000000000000000000000000,valid,2017-02-01,2017-10-27
000177,AMPA ESCOLA SANT LLORENÇ DEL MUNT,1770020000000000000000000000000000,valid,2015-02-25,2017-10-27
000179,AFA CEIP PATRONAT DOMÈNECH,1790019440000000000000000000000000,esborrany,2014-10-01,2017-10-27
000180,AMPA CEIP LA SEDETA,1800003530000000000000000000000000,valid,2015-02-24,2017-10-27
000181,APA CEIP MESTRES MUNGUET,1810019200000000000000000000000000,valid,2014-10-01,2017-10-27
000183,AMPA ESCOLA JOAN PERICH I VALLS,1830027290000000000000000000000000,esborrany,2015-08-01,2017-10-27
000185,AFA ESCOLA POBLENOU,1850027100000000000000000000000000,valid,2015-05-25,2017-10-27
000186,AMPA TORRENT D'EN MELIS,1860032880000000000000000000000000,valid,2016-10-01,2017-10-27
000188,AMPA ESCOLA LANASPA-GIRALT,1880036980000000000000000000000000,esborrany,2017-09-01,2017-10-27
000189,AMPA ESCOLA MARINADA,1890032200000000000000000000000000,valid,2016-10-01,2017-10-27
000190,APA CEIP LA MERCÈ,1900018630000000000000000000000000,esborrany,2014-10-01,2017-10-27
000191,AMPA CEIP SANT CRISTÒFOL,1910006120000000000000000000000000,valid,2014-10-03,2017-10-27
000192,AMPA ESCOLA SANT SALVADOR D'HORTA,1920022620000000000000000000000000,valid,2015-02-23,2017-10-27
000193,AMPA ESCOLA CAL MAIOL(PERÚ),1930005210000000000000000000000000,valid,2014-10-01,2017-10-27
000195,AMPA CEIP MONTSENY,1950004730000000000000000000000000,valid,2014-10-01,2017-10-27
000200,AMPA ESCOLA VALL DE PALAU,2000020380000000000000000000000000,valid,2015-02-26,2017-10-27
000201,APA CEIP DE MASSALCOREIG,2010017680000000000000000000000000,valid,2014-10-03,2017-10-27
000202,AMPA ESCOLA FRANÇA,2020032150000000000000000000000000,valid,2016-09-01,2017-10-27
000204,APA CEIP ÀNGEL GUIMERÀ,2040017200000000000000000000000000,valid,2015-03-12,2017-10-27
000205,AMPA ESCOLA CANIGÓ,2050009440000000000000000000000000,valid,2014-10-01,2017-10-27
000208,AMPA COL·LEGI SANT LLUÍS,2080032620000000000000000000000000,valid,2016-10-01,2017-10-27
000209,AMPA CEIP PAU CASALS,2090029880000000000000000000000000,valid,2015-08-01,2017-10-27
000210,AMPA ESCOLA PAU VILA,2100012570000000000000000000000000,esborrany,2014-10-01,2017-10-27
000211,AMPA CEIP EL TURÓ,2110036920000000000000000000000000,valid,2017-10-01,2017-10-27
000212,AMPA CEIP BALDIRI REIXAC,2120036910000000000000000000000000,valid,2017-09-01,2017-10-27
000213,AMPA ESCOLA DE CASTELLCIUTAT,2130026490000000000000000000000000,valid,2015-02-27,2017-10-27
000214,AMPA CEIP EL DOFÍ,2140035990000000000000000000000000,valid,2017-03-01,2017-10-27
000215,AMPA FRANCESC ARENES,2150002330000000000000000000000000,valid,2014-10-13,2017-10-27
000216,AMPA SOL IXENT,2160020190000000000000000000000000,valid,2014-10-01,2017-10-27
000218,AFA CEIP DR. FERRAN I CLUA,2180034850000000000000000000000000,esborrany,2017-11-01,2017-11-24
000220,AMPA CEIP IGNASI MELE FARRÈ,2200002600000000000000000000000000,esborrany,2014-10-01,2017-10-27
000221,AMPA IE MARE DE DÉU DEL PORTAL,2210033880000000000000000000000000,valid,2016-10-01,2017-11-28
000223,AMPA ESCOLA EL VILOT DE SUCS,2230032720000000000000000000000000,valid,2016-10-01,2017-10-27
000224,AMPA ESCOLA CAN SORTS,2240017470000000000000000000000000,esborrany,2014-10-01,2017-10-27
000226,AMPA CEIP JOAQUIM CUSI FORTUNET,2260002930000000000000000000000000,valid,2015-02-24,2017-10-27
000227,AMPA ESCOLA MARE DE DEU DELS SOCORS,2270037870000000000000000000000000,valid,2017-10-01,2017-10-27
000228,APA DEL COLEGIO ALFONSO I DE PUIGCERDÀ,2280017160000000000000000000000000,esborrany,2014-10-01,2017-11-24
000229,APA CEIP MARE DE DEU DE L'HORTA,2290018960000000000000000000000000,valid,2014-10-01,2017-10-27
000230,AMPA ESCOLA SANT DOMÈNEC DE LA RÀPITA,2300021900000000000000000000000000,valid,2015-02-23,2017-10-27
000232,AMPA ESCOLA POMPEU FABRA,2320033110000000000000000000000000,valid,2016-10-01,2017-10-27
000233,AMPA CEIP ELS TIL·LERS,2330001990000000000000000000000000,valid,2015-03-04,2017-10-27
000235,AMPA ESCOLA JOSEP VENTALLÓ I VINTRÓ,2350011110000000000000000000000000,esborrany,2014-10-01,2017-10-27
000237,AMPA CEIPM PAU VILA,2370030080000000000000000000000000,valid,2015-10-01,2017-10-27
000238,APA CEIP FRANCESC FELIU,2380018150000000000000000000000000,esborrany,2014-10-01,2017-10-27
000239,AMPA ESCOLA ANGEL SERAFÍ CASANOVAS,2390028940000000000000000000000000,valid,2015-10-01,2017-10-27
000240,AMPA ESCOLA L'ESTACIÓ,2400027210000000000000000000000000,valid,2015-08-01,2015-10-19
000242,AMPA CEIP SANT SALVADOR,2420035100000000000000000000000000,esborrany,2015-04-17,2017-10-27
000243,AMPA CEIP RAMON PERELLÓ,2430005640000000000000000000000000,valid,2017-11-01,2017-11-24
000244,AMPA CEIP ARRELS,2440017270000000000000000000000000,valid,2015-02-19,2017-10-27
000245,AMPA CEIP CASTELLROC,2450017530000000000000000000000000,valid,2015-02-24,2017-10-27
000246,AMPA CEIP DOLORS MONSERDÀ-SANTAPAU,2460028960000000000000000000000000,esborrany,2015-03-13,2017-10-27
000248,AMPA ESCOLA SANT JOAN,2480031970000000000000000000000000,valid,2015-10-01,2017-10-27
000249,APA ESCOLA VICENTE ALEIXANDRE,2490022070000000000000000000000000,valid,2016-10-01,2017-10-27
000250,AMPA ESCOLA RIUS I TAULET,2500032270000000000000000000000000,valid,2015-02-23,2018-02-27
000251,AMPA ESCOLA PERE CALDERS,2510005160000000000000000000000000,valid,2016-10-01,2017-10-27
000252,AMPA CEIP OTOGESA DE MAIALS,2520004940000000000000000000000000,valid,2015-02-24,2017-10-27
000253,AMPA CEIP DE SANAÜJA,2530001510000000000000000000000000,esborrany,2014-10-01,2017-10-27
000255,AMPA ESCOLA BARCELO I MATAS,2550032690000000000000000000000000,valid,2014-10-01,2017-10-27
000256,AMPA INS LA VALL DEL TENES,2560034720000000000000000000000000,esborrany,2016-10-01,2017-10-27
000258,AMPA CEIP BAC DE CERDANYA,2580017310000000000000000000000000,valid,2017-10-01,2017-11-24
000261,AMPA CEIP SANTA CREU,2610034680000000000000000000000000,esborrany,2014-10-01,2017-10-27
000265,AMPA  ESCOLA SOL I VENT,2650028980000000000000000000000000,valid,2017-10-01,2017-11-24
000267,AMPA ESCOLA JAUME BALMES,2670026270000000000000000000000000,valid,2015-10-01,2017-10-27
000269,AMPA ESCOLA ESTEL,2690031950000000000000000000000000,valid,2015-08-01,2015-10-19
000271,AMPA ESCOLA MARQUÈS DE LA POBLA,2710012000000000000000000000000000,esborrany,2015-03-06,2017-10-27
000273,AMPA NOSTRA TERRA ESCOLA SANT JORDI,2730016860000000000000000000000000,valid,2016-10-01,2017-10-27
000274,AMPA ESCOLA JAUME MIRET,2740018340000000000000000000000000,valid,2014-10-01,2017-10-27
000276,APA CEIP SALVADOR ESPRIU,2760022080000000000000000000000000,valid,2014-10-01,2017-10-27
000277,AMPA ESCOLA SALVADOR LLUCH,2770022510000000000000000000000000,valid,2014-10-01,2017-10-27
000278,AMPA ESCOLA FREDERIC GODAS,2780010560000000000000000000000000,valid,2014-10-01,2017-10-27
000279,AMPA ESCOLA DE VILANOVA DE SEGRIÀ,2790028530000000000000000000000000,valid,2015-03-12,2017-10-27
000281,AMPA CEIP  CARME AUGUET,2810001120000000000000000000000000,valid,2015-02-25,2017-10-27
000282,AMPA ESCOLA NADAL,2820019390000000000000000000000000,valid,2015-10-01,2017-10-27
000283,AMPA VALERI SERRA I ESCOLA BRESSOL,2830039260000000000000000000000000,esborrany,2015-02-27,2017-10-27
000285,AMPA ESCOLA EL BRUC,2850027610000000000000000000000000,valid,2015-02-24,2017-10-27
000286,AMPA CÈSAR AUGUST.TARRAGONA,2860001230000000000000000000000000,valid,2018-07-01,2017-10-27
000287,AMPA ESCOLA BALDIRI I REIXAC,2870009180000000000000000000000000,valid,2015-05-25,2017-10-27
000289,AMPA DR.ARRUGA,2890001570000000000000000000000000,esborrany,2015-02-23,2017-10-27
000291,AMPA ESCOLA IGNASI IGLESIAS,2910002590000000000000000000000000,esborrany,2014-10-01,2017-10-27
000294,AMPA ESCOLA FERRERIES,2940032890000000000000000000000000,esborrany,2014-10-01,2017-10-27
000295,AFA ESCOLA TIBIDABO,2950038330000000000000000000000000,esborrany,2014-10-01,2017-10-27
000298,AMPA ESCOLA EL PALAU,2980035540000000000000000000000000,esborrany,2016-10-01,2017-10-27
000299,AMPA ESCOLA GABRIEL CASTELLÀ,2990038740000000000000000000000000,valid,2018-06-01,2017-10-25
000303,AMPA CEIP JOAQUIM RUYRA,3030038640000000000000000000000000,valid,2017-10-01,2017-11-24
000304,AMPA ESCOLA BOGATELL,3040009270000000000000000000000000,valid,2018-02-01,2017-10-28
000305,AMPA ESCOLA RIBAGORÇANA,3050012980000000000000000000000000,esborrany,2018-01-01,2017-10-27
000306,AMPA ESCOLA MARE DE DEU DE LA ROCA,3060029730000000000000000000000000,valid,2014-10-01,2017-10-27
000307,AMPA ESCOLA SANTIAGO RUSIÑOL,3070036900000000000000000000000000,esborrany,2014-10-01,2017-10-27
000308,AMPA CEIP JOAQUIM ABRIL,3080002910000000000000000000000000,valid,2015-08-01,2017-10-27
000310,AMPA ESCOLA EL VIVER,3100035530000000000000000000000000,valid,2017-09-01,2017-10-27
000313,AMPA CEIP EL SITJAR,3130029000000000000000000000000000,valid,2015-03-03,2017-10-27
000314,AMPA ESCOLA JOAN MARAGALL,3140010900000000000000000000000000,valid,2017-10-01,2017-11-24
000315,AMIPA ESCOLA DEL MAR,3150034040000000000000000000000000,esborrany,2015-10-01,2017-10-27
000317,APA CEIP RAMON LLULL,3170039290000000000000000000000000,esborrany,2014-10-01,2017-10-27
000319,AMPA ESCOLA BERNAT DE RIUDEMEIA,3190017390000000000000000000000000,valid,2016-10-01,2017-11-28
000320,AMPA ESCOLA AGUSTÍ BARTRA,3200038720000000000000000000000000,esborrany,2018-07-01,2017-10-27
000324,AMPA ESCOLA LA FLORESTA,3240024650000000000000000000000000,valid,2015-03-02,2017-10-27
000326,APA ESCOLA SERRALAVELLA,3260029040000000000000000000000000,valid,2018-06-01,2017-10-27
000327,AMPA POMPEU FABRA MOLLERUSSA,3270029830000000000000000000000000,valid,2015-02-24,2017-10-27
000328,AMPA ESCOLA EL SAGRER,3280010060000000000000000000000000,valid,2015-10-01,2017-10-27
000330,AMPA CEIP LOLA ANGLADA DE TIANA,3300022430000000000000000000000000,valid,2015-08-01,2017-10-27
000332,AMPA JACME MARCH,3320018310000000000000000000000000,valid,2014-09-10,2017-10-27
000335,AMPA ESCOLA DOCTOR TRUETA,3350017770000000000000000000000000,valid,2014-10-15,2017-10-27
000336,AMPA CEIP ANTONI GAUDI,3360000650000000000000000000000000,esborrany,2015-02-23,2017-10-27
000338,APA CEIP SANT MIQUEL,3380020020000000000000000000000000,esborrany,2015-02-24,2017-10-27
000339,AMPA ESCOLA CATALUNYA,3390032900000000000000000000000000,esborrany,2014-10-01,2017-10-27
000341,AMPA CEIP TORROJA I MIRET,3410024660000000000000000000000000,valid,2014-10-01,2017-10-27
000342,APA CEIP SANT FRANCESC D'ASSÍS,3420019910000000000000000000000000,esborrany,2016-10-01,2017-10-27
000344,AMPA CEIP SANT JORDI,3440006250000000000000000000000000,valid,2014-12-12,2017-10-27
000346,AMPA CEIP EL CIM,3460026040000000000000000000000000,valid,2014-10-01,2017-10-27
000347,APA DEL COL·LEGI SANT ISCLE DE VIDRERES,3470006160000000000000000000000000,valid,2015-02-24,2017-10-27
000349,AMPA CEIO SANT PERE I SANT PAU,3490020060000000000000000000000000,valid,2015-02-09,2017-10-27
000350,AMPA DE L'ESCOLA GUILLEM DE CLARAMUNT,3500024670000000000000000000000000,valid,2014-10-01,2017-10-27
000351,AMPA CEIP FLUVIANETS,3510002260000000000000000000000000,valid,2014-10-01,2017-10-27
000356,AMPA CEIP SALVADOR ESPRIU,3560005890000000000000000000000000,esborrany,2014-12-01,2017-10-27
000357,AMPA ESCOLA ANTONI VILANOVA,3570036080000000000000000000000000,valid,2014-10-01,2017-10-27
000358,AMPA ESCOLA ESTEVE BARRACHINA,3580010310000000000000000000000000,esborrany,2014-10-01,2017-10-27
000359,AMPA ESCOLA  ANGEL GUIMERA,3590031890000000000000000000000000,esborrany,2017-04-01,2017-10-27
000360,AMPA CEIP L'ARAGAI,3600026000000000000000000000000000,valid,2014-10-01,2017-10-27
000361,AMPA CEIP AGORA,3610000400000000000000000000000000,valid,2016-10-01,2017-11-28
000362,AMPA ESCOLA PRIM,3620018220000000000000000000000000,esborrany,2015-08-01,2017-11-28
000363,APA IES MAREMAR,3630035790000000000000000000000000,esborrany,2014-10-29,2017-10-27
000365,APA CEIP PAU CASALS,3650019480000000000000000000000000,esborrany,2014-10-01,2017-10-27
000366,AMPA ESCOLA POMPEU FABRA,3660022560000000000000000000000000,valid,2017-10-01,2017-10-27
000367,AMPA ESCOLA ONZE DE SETEMBRE,3670021950000000000000000000000000,valid,2014-10-01,2017-10-27
000368,AMPA ESCOLA COR DE ROURE,3680017650000000000000000000000000,valid,2014-10-17,2017-10-27
000369,AMPA CEIP PALLARESA,3690029060000000000000000000000000,valid,2014-09-29,2017-10-27
000370,AMPA CEIP CONCEPCIO,3700017640000000000000000000000000,esborrany,2014-09-19,2017-10-27
000374,APA CEIP MILA I FONTANALS,3740019220000000000000000000000000,valid,2015-10-01,2017-10-27
000375,AMPA CEIP MESTRE AGUSTÍ  BARBERÀ,3750036890000000000000000000000000,esborrany,2015-08-01,2015-10-19
000376,AMPA IE JACINT VERDAGUER,3760020860000000000000000000000000,valid,2014-10-01,2017-10-27
000377,AMPA ESCOLA DE PALS,3770009780000000000000000000000000,valid,2014-10-01,2017-11-24
000379,AMPA ESCOLA BELLAVISTA JOAN CAMPS I GIRO,3790037900000000000000000000000000,valid,2017-09-01,2017-10-27
000380,AFA ESCOLA MONTSENY,3800034670000000000000000000000000,esborrany,2014-10-01,2017-10-27
000381,AMPA ESCOLA AIGUAMARINA,3810035780000000000000000000000000,esborrany,2014-10-01,2017-10-27
000382,AMPA CEIP LA MUNTANYETA,3820003420000000000000000000000000,valid,2017-10-01,2017-10-27
000383,AMPA CEIP EMILI VALLES,3830021790000000000000000000000000,valid,2017-10-01,2017-11-10
000384,AMPA DE L'ESCOLA LA VILA DE PALAMÒS,3840021800000000000000000000000000,esborrany,2017-10-01,2017-11-24
000385,AMPA ESCOLA PINS DEL VALLÈS,3850030560000000000000000000000000,valid,2015-02-27,2017-10-27
000386,AMPA ESCOLA MERCÈ RODOREDA,3860037890000000000000000000000000,valid,2014-10-01,2017-10-27
000387,AMPA ESCOLA PILAR MESTRES-JAUME TORRENS,3870012650000000000000000000000000,esborrany,2014-10-01,2017-10-27
000389,AMPA LA CAIXA,3890016360000000000000000000000000,valid,2015-12-01,2017-10-27
000391,AMPA CEIP LLUIS CASTELLS,3910003940000000000000000000000000,valid,2017-10-01,2017-10-27
000392,AMPA CEIP CHARLIE RIVEL,3920001240000000000000000000000000,valid,2014-10-01,2017-10-27
000393,AMPA CEIP MOSSEN JOSEP ARQUÉS,3930021710000000000000000000000000,valid,2015-01-27,2017-10-27
000394,AMPA CEIP JAUME BALMES,3940018320000000000000000000000000,valid,2014-10-27,2017-10-27
000395,APA CEIP ATENEU IGUALADÍ,3950032920000000000000000000000000,valid,2014-10-13,2017-10-27
000396,AMPA ESCOLA GARONA,3960031380000000000000000000000000,valid,2014-10-14,2017-10-27
000397,AMPA ESCOLA POMPEU FABRA,3970029720000000000000000000000000,esborrany,2014-10-01,2017-10-27
000400,"AMPA, CEIP MIQUEL UTRILLO",4000004560000000000000000000000000,esborrany,2016-10-01,2017-10-27
000404,AMPA CEIP TORRES JONAMA,4040021720000000000000000000000000,valid,2016-07-01,2017-10-27
000406,AMPA CEIP LLUÍS MILLET,4060021730000000000000000000000000,valid,2015-08-01,2017-11-24
000410,AMPA ESCOLA ELS  AMETLLERS,4100010080000000000000000000000000,valid,2014-10-01,2017-10-27
000411,AMPA ESCOLA SANT MIQUEL D'ASCÓ,4110020030000000000000000000000000,valid,2014-10-01,2017-10-27
000412,AMPA CEIP GUILLEM ISARN,4120036330000000000000000000000000,esborrany,2014-10-08,2017-10-27
000414,AMPA MONTFALGARS,4140033800000000000000000000000000,esborrany,2015-02-24,2017-10-27
000418,AMPA CEIP GAZIEL,4180024380000000000000000000000000,esborrany,2014-10-01,2017-10-27
000419,AMPA ESCOLA FONT-RÚBIA,4190022650000000000000000000000000,valid,2017-09-01,2017-10-27
000420,AMPA ESCOLA FONTMARTINA,4200037290000000000000000000000000,esborrany,2016-11-01,2017-10-27
000421,AMPA ESCOLA JAUME I,4210010800000000000000000000000000,valid,2014-10-01,2017-10-27
000422,AMPA ESCOLA PIRINEU,4220012690000000000000000000000000,valid,2014-10-01,2017-10-27
000424,AMPA CEIP CANIGÓ,4240021740000000000000000000000000,valid,2017-10-01,2017-10-27
000427,AMPA CEIP GUILLERIES,4270002560000000000000000000000000,valid,2014-10-01,2017-10-27
000428,AMPA CEIP ELS DOLMENS,4280001890000000000000000000000000,esborrany,2014-10-03,2017-10-27
000429,APA CEIP MARE DE DEU DE MONTSERRAT,4290029080000000000000000000000000,valid,2015-01-14,2017-10-27
000430,AMPA CEIP SANTA EULÀLIA,4300006000000000000000000000000000,valid,2014-10-01,2017-10-27
000431,AMPA CEIP MN BALDIRI REIXACH,4310029100000000000000000000000000,esborrany,2014-10-01,2017-10-27
000432,AMPA CEIP MONTBOU,4320004620000000000000000000000000,valid,2015-10-01,2017-10-27
000433,AMPA ESCOLA TORRE DE LA LLEBRE,4330029120000000000000000000000000,valid,2015-02-12,2017-10-27
000434,AMPA ESCOLA FERRER I GUARDIA,4340010420000000000000000000000000,valid,2015-10-01,2017-10-27
000438,AMPA CEIP SILVESTRE SANTALO,4380034660000000000000000000000000,esborrany,2015-08-01,2015-10-19
000440,AMPA ESCOLA SERRALLO,4400034650000000000000000000000000,esborrany,2014-10-30,2017-10-27
000441,AMPA ESCOLA SANT CRISTÒFOR,4410022530000000000000000000000000,valid,2015-10-01,2017-10-27
000443,AMPA ESCOLA ANGEL GUIMERA,4430021750000000000000000000000000,valid,2014-10-08,2017-10-27
000444,AFA ESCOLA RAMBLETA DEL CLOT,4440000150000000000000000000000000,valid,2017-10-01,2017-11-24
000446,AMPA ESCOLA CAN CLADELLAS,4460030530000000000000000000000000,valid,2017-09-01,2017-10-27
000447,AMPA CEIP PROVENÇANA,4470005500000000000000000000000000,valid,2014-10-14,2017-10-27
